putative enhancer	module assignment
chr2:139707577-139708076|cCREs145347	M2
chr2:139839166-139839665|cCREs145364	M2
chr2:14612800-14613299|cCREs131843	M2
chr2:29239415-29239914|cCREs133418	M2
chr2:35816357-35816856|cCREs134427	M2
chr2:38357389-38357888|cCREs134640	M2
chr2:48730921-48731420|cCREs135496	M2
chr2:54062565-54063064|cCREs136173	M2
chr2:57951763-57952262|cCREs136401	M2
chr2:57954499-57954998|cCREs136402	M2
chr2:57960873-57961372|cCREs136405	M2
chr2:58300630-58301129|cCREs136446	M2
chr2:58350839-58351338|cCREs136454	M2
chr2:58407474-58407973|cCREs136459	M2
chr2:58476332-58476831|cCREs136473	M2
chr2:58480869-58481368|cCREs136475	M2
chr2:58589720-58590219|cCREs136505	M2
chr2:60283175-60283674|cCREs136767	M2
chr2:60614808-60615307|cCREs136801	M2
chr2:79056338-79056837|cCREs139005	M2
chr2:79130774-79131273|cCREs139010	M2
chr2:79172725-79173224|cCREs139018	M2
chr2:79354912-79355411|cCREs139038	M2
chr2:79428798-79429297|cCREs139045	M2
chr2:79443047-79443546|cCREs139046	M2
chr2:80084724-80085223|cCREs139132	M2
chr2:80326309-80326808|cCREs139166	M2
chr2:80445545-80446044|cCREs139180	M2
chr2:80542595-80543094|cCREs139192	M2
chr2:80590157-80590656|cCREs139198	M2
chr2:80673800-80674299|cCREs139217	M2
chr2:80746852-80747351|cCREs139222	M2
chr2:84513485-84513984|cCREs139481	M2
chr2:84574217-84574716|cCREs139493	M2
chr2:84583061-84583560|cCREs139494	M2
chr2:84866136-84866635|cCREs139531	M2
chr2:84888694-84889193|cCREs139539	M2
chr2:84916728-84917227|cCREs139542	M2
chr2:85030124-85030623|cCREs139561	M2
chr2:85031150-85031649|cCREs139562	M2
chr2:85091452-85091951|cCREs139571	M2
chr2:85097090-85097589|cCREs139573	M2
chr2:85147507-85148006|cCREs139583	M2
chr3:100826483-100826982|cCREs159605	M2
chr3:108013266-108013765|cCREs160659	M2
chr3:116608817-116609316|cCREs161370	M2
chr3:116620727-116621226|cCREs161373	M2
chr3:116833023-116833522|cCREs161392	M2
chr3:116843990-116844489|cCREs161394	M2
chr3:116848340-116848839|cCREs161396	M2
chr3:116966935-116967434|cCREs161416	M2
chr3:117044315-117044814|cCREs161430	M2
chr3:117087658-117088157|cCREs161432	M2
chr3:123504094-123504593|cCREs162181	M2
chr3:125679015-125679514|cCREs162315	M2
chr3:125941467-125941966|cCREs162336	M2
chr3:126046520-126047019|cCREs162348	M2
chr3:126245956-126246455|cCREs162363	M2
chr3:126377281-126377780|cCREs162373	M2
chr3:126544984-126545483|cCREs162395	M2
chr3:126670510-126671009|cCREs162416	M2
chr3:129940909-129941408|cCREs162798	M2
chr3:141895131-141895630|cCREs164181	M2
chr3:141932236-141932735|cCREs164190	M2
chr3:14497876-14498375|cCREs151095	M2
chr3:18162042-18162541|cCREs151308	M2
chr3:32237005-32237504|cCREs152707	M2
chr3:3381895-3382394|cCREs150439	M2
chr3:34333676-34334175|cCREs152965	M2
chr3:5229094-5229593|cCREs150469	M2
chr3:5241441-5241940|cCREs150472	M2
chr3:5274041-5274540|cCREs150473	M2
chr3:5347534-5348033|cCREs150477	M2
chr3:5372871-5373370|cCREs150481	M2
chr3:5388673-5389172|cCREs150484	M2
chr3:5453845-5454344|cCREs150492	M2
chr3:63504549-63505048|cCREs155831	M2
chr3:67508582-67509081|cCREs156184	M2
chr3:67925584-67926083|cCREs156222	M2
chr3:68099605-68100104|cCREs156252	M2
chr3:81034799-81035298|cCREs157371	M2
chr3:90424308-90424807|cCREs158645	M2
chr3:90450822-90451321|cCREs158648	M2
chr3:90576556-90577055|cCREs158672	M2
chr3:90582613-90583112|cCREs158673	M2
chr3:90587869-90588368|cCREs158676	M2
chr3:90605208-90605707|cCREs158681	M2
chr3:90649097-90649596|cCREs158690	M2
chr4:124276638-124277137|cCREs177805	M2
chr4:134560608-134561107|cCREs179174	M2
chr4:134660140-134660639|cCREs179201	M2
chr4:15166889-15167388|cCREs167485	M2
chr4:15588246-15588745|cCREs167538	M2
chr4:15707002-15707501|cCREs167552	M2
chr4:15768922-15769421|cCREs167554	M2
chr4:15804372-15804871|cCREs167562	M2
chr4:15841590-15842089|cCREs167563	M2
chr4:15882368-15882867|cCREs167566	M2
chr4:15929157-15929656|cCREs167567	M2
chr4:22090639-22091138|cCREs167969	M2
chr4:22479200-22479699|cCREs168021	M2
chr4:32862175-32862674|cCREs168770	M2
chr4:32868595-32869094|cCREs168772	M2
chr4:36601120-36601619|cCREs169189	M2
chr4:36962683-36963182|cCREs169206	M2
chr4:37034211-37034710|cCREs169210	M2
chr4:4141718-4142217|cCREs166354	M2
chr4:49554412-49554911|cCREs170467	M2
chr4:49788952-49789451|cCREs170496	M2
chr4:57306387-57306886|cCREs171296	M2
chr4:64086994-64087493|cCREs171984	M2
chr4:68565858-68566357|cCREs172409	M2
chr4:68765098-68765597|cCREs172424	M2
chr4:69015543-69016042|cCREs172458	M2
chr4:70806600-70807099|cCREs172653	M2
chr4:71808201-71808700|cCREs172714	M2
chr5:136476399-136476898|cCREs195476	M2
chr5:136500628-136501127|cCREs195482	M2
chr5:16005317-16005816|cCREs182728	M2
chr5:37067765-37068264|cCREs185178	M2
chr5:37344115-37344614|cCREs185240	M2
chr5:37351889-37352388|cCREs185241	M2
chr5:37535831-37536330|cCREs185261	M2
chr5:5227062-5227561|cCREs182006	M2
chr5:57868804-57869303|cCREs187258	M2
chr5:63325959-63326458|cCREs187547	M2
chr5:63331306-63331805|cCREs187548	M2
chr5:63607505-63608004|cCREs187564	M2
chr5:71103239-71103738|cCREs188451	M2
chr5:71480915-71481414|cCREs188476	M2
chr5:71518916-71519415|cCREs188481	M2
chr5:71955987-71956486|cCREs188544	M2
chr5:73450391-73450890|cCREs188759	M2
chr5:77057149-77057648|cCREs189250	M2
chr5:77378108-77378607|cCREs189296	M2
chr5:77502773-77503272|cCREs189313	M2
chr5:77530497-77530996|cCREs189315	M2
chr5:77532361-77532860|cCREs189316	M2
chr5:77663180-77663679|cCREs189331	M2
chr5:89844421-89844920|cCREs190085	M2
chr5:89944924-89945423|cCREs190093	M2
chr5:90033247-90033746|cCREs190102	M2
chr5:92562153-92562652|cCREs190422	M2
chr5:98943862-98944361|cCREs190868	M2
chr5:98962515-98963014|cCREs190870	M2
chr5:99031565-99032064|cCREs190886	M2
chr6:101408711-101409210|cCREs207567	M2
chr6:101418342-101418841|cCREs207568	M2
chr6:101616882-101617381|cCREs207603	M2
chr6:101617401-101617900|cCREs207604	M2
chr6:112896460-112896959|cCREs208791	M2
chr6:115322011-115322510|cCREs209226	M2
chr6:115362191-115362690|cCREs209230	M2
chr6:121215307-121215806|cCREs210048	M2
chr6:127854108-127854607|cCREs210718	M2
chr6:138550334-138550833|cCREs211762	M2
chr6:17102329-17102828|cCREs198378	M2
chr6:17114694-17115193|cCREs198383	M2
chr6:17119666-17120165|cCREs198384	M2
chr6:17154928-17155427|cCREs198390	M2
chr6:17165743-17166242|cCREs198392	M2
chr6:17309409-17309908|cCREs198415	M2
chr6:17629177-17629676|cCREs198465	M2
chr6:36608356-36608855|cCREs200528	M2
chr6:36727099-36727598|cCREs200541	M2
chr6:57797004-57797503|cCREs203022	M2
chr6:59392496-59392995|cCREs203132	M2
chr6:97221828-97222327|cCREs206932	M2
chr6:97531213-97531712|cCREs206992	M2
chr8:28819786-28820285|cCREs227401	M2
chr8:28834152-28834651|cCREs227405	M2
chr8:28911848-28912347|cCREs227413	M2
chr8:29172598-29173097|cCREs227445	M2
chr8:29201408-29201907|cCREs227448	M2
chr8:29201955-29202454|cCREs227449	M2
chr8:45252223-45252722|cCREs228958	M2
chr8:46266712-46267211|cCREs229123	M2
chr8:46714467-46714966|cCREs229195	M2
chr8:55007285-55007784|cCREs229870	M2
chr8:56048905-56049404|cCREs229897	M2
chr8:56150103-56150602|cCREs229902	M2
chr8:56172251-56172750|cCREs229904	M2
chr8:56253405-56253904|cCREs229912	M2
chr8:56291336-56291835|cCREs229916	M2
chr8:56509224-56509723|cCREs229942	M2
chr8:56528625-56529124|cCREs229943	M2
chr8:56602026-56602525|cCREs229950	M2
chr8:56694228-56694727|cCREs229957	M2
chr8:56694809-56695308|cCREs229958	M2
chr8:66867827-66868326|cCREs230825	M2
chr8:77281763-77282262|cCREs231906	M2
chr8:77384218-77384717|cCREs231927	M2
chr8:77423953-77424452|cCREs231934	M2
chr8:77425749-77426248|cCREs231935	M2
chr8:77444565-77445064|cCREs231940	M2
chr8:77659824-77660323|cCREs231970	M2
chr9:121487362-121487861|cCREs251289	M2
chr9:31882589-31883088|cCREs240708	M2
chr9:37438203-37438702|cCREs241360	M2
chr9:37833442-37833941|cCREs241420	M2
chr9:37864389-37864888|cCREs241424	M2
chr9:37871189-37871688|cCREs241426	M2
chr9:63581928-63582427|cCREs244661	M2
chr9:63677716-63678215|cCREs244677	M2
chr9:63743276-63743775|cCREs244698	M2
chr9:63754901-63755400|cCREs244699	M2
chr9:64395587-64396086|cCREs244788	M2
chr9:79927297-79927796|cCREs246566	M2
chr9:8274797-8275296|cCREs238473	M2
chr9:8305225-8305724|cCREs238475	M2
chr9:8464029-8464528|cCREs238482	M2
chr9:8560154-8560653|cCREs238489	M2
chr9:88342809-88343308|cCREs247327	M2
chr9:94607132-94607631|cCREs247820	M2
chr9:94629052-94629551|cCREs247826	M2
chr9:94778449-94778948|cCREs247868	M2
chr9:94803182-94803681|cCREs247875	M2
chr9:94830078-94830577|cCREs247882	M2
chrX:100516786-100517285|cCREs255067	M2
chr10:100022433-100022932|cCREs31420	M3
chr10:100047928-100048427|cCREs31423	M3
chr10:100111305-100111804|cCREs31433	M3
chr10:100296242-100296741|cCREs31451	M3
chr10:103195057-103195556|cCREs31627	M3
chr10:107323982-107324481|cCREs31962	M3
chr10:114803658-114804157|cCREs32859	M3
chr10:12573753-12574252|cCREs21476	M3
chr10:127595449-127595948|cCREs34475	M3
chr10:19973834-19974333|cCREs22343	M3
chr10:20668734-20669233|cCREs22444	M3
chr10:20673815-20674314|cCREs22447	M3
chr10:20690104-20690603|cCREs22449	M3
chr10:20690674-20691173|cCREs22450	M3
chr10:20750982-20751481|cCREs22459	M3
chr10:22631609-22632108|cCREs22700	M3
chr10:25999607-26000106|cCREs23143	M3
chr10:27974854-27975353|cCREs23367	M3
chr10:28061224-28061723|cCREs23375	M3
chr10:28128124-28128623|cCREs23386	M3
chr10:28178968-28179467|cCREs23393	M3
chr10:28464535-28465034|cCREs23421	M3
chr10:28856254-28856753|cCREs23463	M3
chr10:29178131-29178630|cCREs23484	M3
chr10:31436206-31436705|cCREs23671	M3
chr10:40493024-40493523|cCREs24420	M3
chr10:40619830-40620329|cCREs24436	M3
chr10:40719237-40719736|cCREs24460	M3
chr10:40964614-40965113|cCREs24510	M3
chr10:41477279-41477778|cCREs24561	M3
chr10:53951350-53951849|cCREs25651	M3
chr10:53973117-53973616|cCREs25654	M3
chr10:53978719-53979218|cCREs25655	M3
chr10:53996501-53997000|cCREs25659	M3
chr10:54007055-54007554|cCREs25661	M3
chr10:54074782-54075281|cCREs25675	M3
chr10:54332424-54332923|cCREs25701	M3
chr10:56059042-56059541|cCREs25781	M3
chr10:5735268-5735767|cCREs20683	M3
chr10:71160592-71161091|cCREs27715	M3
chr10:75680591-75681090|cCREs28175	M3
chr10:77921045-77921544|cCREs28484	M3
chr10:82681771-82682270|cCREs29048	M3
chr10:85482169-85482668|cCREs29458	M3
chr10:99882008-99882507|cCREs31401	M3
chr1:107397977-107398476|cCREs10560	M3
chr1:107559190-107559689|cCREs10569	M3
chr1:107581315-107581814|cCREs10573	M3
chr11:103724328-103724827|cCREs46323	M3
chr11:104133618-104134117|cCREs46386	M3
chr11:117236143-117236642|cCREs48203	M3
chr11:11997158-11997657|cCREs35710	M3
chr11:12343375-12343874|cCREs35741	M3
chr11:12466705-12467204|cCREs35776	M3
chr11:12749396-12749895|cCREs35807	M3
chr11:16816554-16817053|cCREs36065	M3
chr1:120191045-120191544|cCREs11294	M3
chr1:121436072-121436571|cCREs11407	M3
chr1:121774124-121774623|cCREs11451	M3
chr11:21847163-21847662|cCREs36568	M3
chr1:125945382-125945881|cCREs11751	M3
chr11:28670915-28671414|cCREs37234	M3
chr11:28851891-28852390|cCREs37249	M3
chr1:131118550-131119049|cCREs12355	M3
chr1:132268161-132268660|cCREs12562	M3
chr1:133332799-133333298|cCREs12771	M3
chr1:133368755-133369254|cCREs12778	M3
chr1:133376252-133376751|cCREs12780	M3
chr11:34939155-34939654|cCREs38016	M3
chr11:35011780-35012279|cCREs38022	M3
chr11:35057913-35058412|cCREs38028	M3
chr11:35283198-35283697|cCREs38073	M3
chr11:35415942-35416441|cCREs38097	M3
chr1:135776020-135776519|cCREs13175	M3
chr1:135793873-135794372|cCREs13183	M3
chr1:135873051-135873550|cCREs13198	M3
chr1:135891591-135892090|cCREs13200	M3
chr1:135892313-135892812|cCREs13201	M3
chr1:135964720-135965219|cCREs13215	M3
chr1:136039267-136039766|cCREs13223	M3
chr1:136470618-136471117|cCREs13310	M3
chr1:138622574-138623073|cCREs13594	M3
chr1:140491538-140492037|cCREs13734	M3
chr11:40764769-40765268|cCREs38577	M3
chr11:4105100-4105599|cCREs34831	M3
chr11:44146543-44147042|cCREs38987	M3
chr11:45897471-45897970|cCREs39167	M3
chr11:45974587-45975086|cCREs39177	M3
chr11:46135002-46135501|cCREs39214	M3
chr11:46157123-46157622|cCREs39218	M3
chr11:46203186-46203685|cCREs39226	M3
chr11:46283889-46284388|cCREs39248	M3
chr1:146498532-146499031|cCREs14140	M3
chr1:149861633-149862132|cCREs14329	M3
chr1:149862290-149862789|cCREs14330	M3
chr1:149862828-149863327|cCREs14331	M3
chr1:149871721-149872220|cCREs14334	M3
chr1:150313603-150314102|cCREs14375	M3
chr1:150472591-150473090|cCREs14388	M3
chr1:15649727-15650226|cCREs994	M3
chr11:59313176-59313675|cCREs40808	M3
chr11:59333064-59333563|cCREs40810	M3
chr11:59338107-59338606|cCREs40811	M3
chr11:59486298-59486797|cCREs40833	M3
chr11:59530953-59531452|cCREs40839	M3
chr11:60220611-60221110|cCREs40948	M3
chr11:61040988-61041487|cCREs41048	M3
chr11:61063614-61064113|cCREs41054	M3
chr11:61625294-61625793|cCREs41136	M3
chr11:69876170-69876669|cCREs42183	M3
chr1:17043436-17043935|cCREs1138	M3
chr1:17120960-17121459|cCREs1149	M3
chr1:171922958-171923457|cCREs17382	M3
chr1:172133773-172134272|cCREs17415	M3
chr1:172140933-172141432|cCREs17416	M3
chr1:172247344-172247843|cCREs17434	M3
chr1:172293515-172294014|cCREs17443	M3
chr1:172299718-172300217|cCREs17448	M3
chr1:172300332-172300831|cCREs17449	M3
chr1:172486742-172487241|cCREs17496	M3
chr11:74549032-74549531|cCREs42672	M3
chr11:75212180-75212679|cCREs42769	M3
chr1:177065772-177066271|cCREs17996	M3
chr1:181321185-181321684|cCREs18539	M3
chr1:181466784-181467283|cCREs18579	M3
chr1:184171684-184172183|cCREs18941	M3
chr1:184857308-184857807|cCREs19022	M3
chr1:184877402-184877901|cCREs19028	M3
chr11:87709061-87709560|cCREs44344	M3
chr11:87919088-87919587|cCREs44369	M3
chr11:88849468-88849967|cCREs44547	M3
chr11:92846344-92846843|cCREs44884	M3
chr11:93040765-93041264|cCREs44899	M3
chr11:93121213-93121712|cCREs44906	M3
chr11:93128571-93129070|cCREs44907	M3
chr11:93185484-93185983|cCREs44911	M3
chr11:93186238-93186737|cCREs44912	M3
chr1:193338441-193338940|cCREs20137	M3
chr1:193363905-193364404|cCREs20144	M3
chr11:94544075-94544574|cCREs45109	M3
chr1:20883179-20883678|cCREs1376	M3
chr12:102039978-102040477|cCREs58947	M3
chr12:102164817-102165316|cCREs58966	M3
chr12:102201527-102202026|cCREs58972	M3
chr12:102206363-102206862|cCREs58974	M3
chr12:102251176-102251675|cCREs58983	M3
chr12:102416503-102417002|cCREs59014	M3
chr12:105449340-105449839|cCREs59405	M3
chr12:119291709-119292208|cCREs60881	M3
chr1:21539614-21540113|cCREs1466	M3
chr12:15571024-15571523|cCREs50408	M3
chr12:15704447-15704946|cCREs50427	M3
chr12:15761904-15762403|cCREs50435	M3
chr12:15852863-15853362|cCREs50451	M3
chr12:16141377-16141876|cCREs50476	M3
chr1:21805160-21805659|cCREs1508	M3
chr12:21049272-21049771|cCREs50739	M3
chr12:21138589-21139088|cCREs50751	M3
chr12:21208781-21209280|cCREs50774	M3
chr12:29934131-29934630|cCREs51555	M3
chr12:30201962-30202461|cCREs51600	M3
chr12:30228135-30228634|cCREs51603	M3
chr12:30289583-30290082|cCREs51616	M3
chr12:30361405-30361904|cCREs51626	M3
chr12:41484271-41484770|cCREs52936	M3
chr12:51279469-51279968|cCREs53630	M3
chr12:51492085-51492584|cCREs53648	M3
chr12:51494694-51495193|cCREs53649	M3
chr12:51528015-51528514|cCREs53654	M3
chr12:51592001-51592500|cCREs53661	M3
chr12:51601362-51601861|cCREs53663	M3
chr12:51649715-51650214|cCREs53667	M3
chr12:74781402-74781901|cCREs55786	M3
chr13:101505154-101505653|cCREs71260	M3
chr13:101553214-101553713|cCREs71273	M3
chr13:102148172-102148671|cCREs71365	M3
chr13:114085541-114086040|cCREs72991	M3
chr13:114160155-114160654|cCREs73008	M3
chr13:114235959-114236458|cCREs73018	M3
chr13:13557124-13557623|cCREs61879	M3
chr13:16021298-16021797|cCREs62068	M3
chr13:16022604-16023103|cCREs62069	M3
chr13:36175076-36175575|cCREs64220	M3
chr13:36504021-36504520|cCREs64276	M3
chr13:36528646-36529145|cCREs64284	M3
chr13:36532031-36532530|cCREs64286	M3
chr13:36724560-36725059|cCREs64309	M3
chr13:36727155-36727654|cCREs64310	M3
chr13:36730448-36730947|cCREs64311	M3
chr13:36875813-36876312|cCREs64322	M3
chr13:36892408-36892907|cCREs64324	M3
chr13:37158810-37159309|cCREs64353	M3
chr13:37159344-37159843|cCREs64354	M3
chr13:37343009-37343508|cCREs64377	M3
chr13:37354543-37355042|cCREs64384	M3
chr13:37617104-37617603|cCREs64437	M3
chr13:43785637-43786136|cCREs65195	M3
chr13:46488241-46488740|cCREs65627	M3
chr13:47183980-47184479|cCREs65739	M3
chr13:47211671-47212170|cCREs65746	M3
chr13:47262080-47262579|cCREs65757	M3
chr13:47336068-47336567|cCREs65767	M3
chr13:49322282-49322781|cCREs66006	M3
chr13:51351902-51352401|cCREs66111	M3
chr13:51499921-51500420|cCREs66140	M3
chr13:52436831-52437330|cCREs66315	M3
chr13:55527968-55528467|cCREs66765	M3
chr13:75114061-75114560|cCREs68555	M3
chr13:78200514-78201013|cCREs68853	M3
chr13:78210645-78211144|cCREs68857	M3
chr13:78451257-78451756|cCREs68874	M3
chr13:81408056-81408555|cCREs69074	M3
chr13:91956394-91956893|cCREs69907	M3
chr13:91974228-91974727|cCREs69908	M3
chr1:39300341-39300840|cCREs3318	M3
chr1:39446281-39446780|cCREs3350	M3
chr13:95257360-95257859|cCREs70379	M3
chr13:95393429-95393928|cCREs70400	M3
chr13:95548447-95548946|cCREs70421	M3
chr13:95828716-95829215|cCREs70460	M3
chr13:95909463-95909962|cCREs70477	M3
chr14:102883415-102883914|cCREs83053	M3
chr14:116723473-116723972|cCREs84042	M3
chr14:116926492-116926991|cCREs84055	M3
chr14:117238882-117239381|cCREs84096	M3
chr14:119215912-119216411|cCREs84365	M3
chr14:13336220-13336719|cCREs74251	M3
chr14:20831610-20832109|cCREs75005	M3
chr1:42276544-42277043|cCREs3713	M3
chr14:29866657-29867156|cCREs76160	M3
chr14:29870076-29870575|cCREs76161	M3
chr1:43199986-43200485|cCREs3873	M3
chr14:74643481-74643980|cCREs80767	M3
chr14:75020995-75021494|cCREs80849	M3
chr1:51837415-51837914|cCREs4480	M3
chr1:51837917-51838416|cCREs4481	M3
chr1:52354124-52354623|cCREs4570	M3
chr15:31330165-31330664|cCREs87542	M3
chr15:31429892-31430391|cCREs87572	M3
chr15:33540255-33540754|cCREs87797	M3
chr15:33646857-33647356|cCREs87805	M3
chr15:33674300-33674799|cCREs87811	M3
chr15:33779432-33779931|cCREs87822	M3
chr15:38526411-38526910|cCREs88413	M3
chr15:38907248-38907747|cCREs88450	M3
chr15:39865169-39865668|cCREs88560	M3
chr15:44857175-44857674|cCREs89054	M3
chr15:44859482-44859981|cCREs89055	M3
chr15:44913553-44914052|cCREs89064	M3
chr15:44914403-44914902|cCREs89065	M3
chr15:45131989-45132488|cCREs89091	M3
chr15:45350638-45351137|cCREs89102	M3
chr15:55200172-55200671|cCREs89822	M3
chr15:56692284-56692783|cCREs89950	M3
chr15:57915059-57915558|cCREs90081	M3
chr15:57921336-57921835|cCREs90082	M3
chr15:57964003-57964502|cCREs90092	M3
chr15:58176099-58176598|cCREs90130	M3
chr15:58211542-58212041|cCREs90140	M3
chr15:58267503-58268002|cCREs90147	M3
chr15:58327420-58327919|cCREs90158	M3
chr15:58458258-58458757|cCREs90177	M3
chr15:58499646-58500145|cCREs90184	M3
chr15:58556296-58556795|cCREs90195	M3
chr15:58616142-58616641|cCREs90208	M3
chr15:58654460-58654959|cCREs90213	M3
chr15:59278949-59279448|cCREs90338	M3
chr15:74598314-74598813|cCREs92253	M3
chr15:74620749-74621248|cCREs92258	M3
chr15:74903114-74903613|cCREs92300	M3
chr15:78984175-78984674|cCREs92846	M3
chr15:78988497-78988996|cCREs92847	M3
chr15:80501167-80501666|cCREs93109	M3
chr15:80672903-80673402|cCREs93141	M3
chr15:89104482-89104981|cCREs94252	M3
chr15:89106184-89106683|cCREs94253	M3
chr15:91317115-91317614|cCREs94483	M3
chr15:91495065-91495564|cCREs94508	M3
chr15:95513445-95513944|cCREs95009	M3
chr15:99343514-99344013|cCREs95470	M3
chr1:60824293-60824792|cCREs5587	M3
chr16:18152288-18152787|cCREs97668	M3
chr16:18195170-18195669|cCREs97681	M3
chr16:21643726-21644225|cCREs98001	M3
chr16:30990851-30991350|cCREs99166	M3
chr16:44408386-44408885|cCREs100841	M3
chr16:44477931-44478430|cCREs100846	M3
chr16:44526176-44526675|cCREs100859	M3
chr16:44542158-44542657|cCREs100862	M3
chr16:44606736-44607235|cCREs100874	M3
chr16:44611628-44612127|cCREs100875	M3
chr16:44612809-44613308|cCREs100876	M3
chr16:44619725-44620224|cCREs100880	M3
chr16:44680909-44681408|cCREs100892	M3
chr16:44703491-44703990|cCREs100897	M3
chr16:44766626-44767125|cCREs100906	M3
chr16:44993436-44993935|cCREs100920	M3
chr16:45007843-45008342|cCREs100922	M3
chr16:4642241-4642740|cCREs96183	M3
chr16:4658758-4659257|cCREs96187	M3
chr16:67645293-67645792|cCREs102744	M3
chr16:78342861-78343360|cCREs103621	M3
chr16:78555172-78555671|cCREs103640	M3
chr16:78560748-78561247|cCREs103641	M3
chr16:78582820-78583319|cCREs103645	M3
chr16:78684163-78684662|cCREs103655	M3
chr16:8002782-8003281|cCREs96585	M3
chr16:8009030-8009529|cCREs96586	M3
chr16:8429599-8430098|cCREs96605	M3
chr16:90384997-90385496|cCREs104621	M3
chr16:90580546-90581045|cCREs104668	M3
chr16:96634218-96634717|cCREs105524	M3
chr17:14175700-14176199|cCREs106939	M3
chr17:14177089-14177588|cCREs106940	M3
chr17:14248020-14248519|cCREs106951	M3
chr17:14249670-14250169|cCREs106952	M3
chr17:28040730-28041229|cCREs107905	M3
chr17:28743241-28743740|cCREs107998	M3
chr17:29175759-29176258|cCREs108053	M3
chr17:29356629-29357128|cCREs108094	M3
chr17:34641306-34641805|cCREs108646	M3
chr17:36931295-36931794|cCREs108858	M3
chr17:36971410-36971909|cCREs108863	M3
chr17:36992506-36993005|cCREs108865	M3
chr1:74363662-74364161|cCREs7116	M3
chr17:43751276-43751775|cCREs109123	M3
chr17:51763714-51764213|cCREs110137	M3
chr17:51780170-51780669|cCREs110140	M3
chr17:51826635-51827134|cCREs110148	M3
chr17:52836385-52836884|cCREs110210	M3
chr17:55083856-55084355|cCREs110319	M3
chr17:67452053-67452552|cCREs111498	M3
chr17:68642606-68643105|cCREs111595	M3
chr17:68724678-68725177|cCREs111598	M3
chr17:68747792-68748291|cCREs111600	M3
chr17:68840292-68840791|cCREs111617	M3
chr17:83613995-83614494|cCREs113265	M3
chr17:83632956-83633455|cCREs113267	M3
chr1:78659165-78659664|cCREs7621	M3
chr18:23751058-23751557|cCREs116238	M3
chr1:83401233-83401732|cCREs8124	M3
chr1:83406511-83407010|cCREs8125	M3
chr1:83583091-83583590|cCREs8140	M3
chr18:4562824-4563323|cCREs114449	M3
chr18:4672615-4673114|cCREs114471	M3
chr18:50765615-50766114|cCREs119435	M3
chr18:51102558-51103057|cCREs119464	M3
chr18:51119084-51119583|cCREs119468	M3
chr18:51255252-51255751|cCREs119485	M3
chr1:85870018-85870517|cCREs8377	M3
chr18:60789457-60789956|cCREs120649	M3
chr18:60824604-60825103|cCREs120658	M3
chr18:60826143-60826642|cCREs120659	M3
chr18:60852858-60853357|cCREs120668	M3
chr18:61659045-61659544|cCREs120823	M3
chr18:61774583-61775082|cCREs120851	M3
chr18:61853190-61853689|cCREs120873	M3
chr18:61885913-61886412|cCREs120879	M3
chr18:62103254-62103753|cCREs120921	M3
chr18:64167401-64167900|cCREs121134	M3
chr18:64645831-64646330|cCREs121192	M3
chr18:64722322-64722821|cCREs121203	M3
chr18:7487619-7488118|cCREs114774	M3
chr18:78397951-78398450|cCREs123029	M3
chr18:79145559-79146058|cCREs123165	M3
chr18:80744571-80745070|cCREs123369	M3
chr19:10417535-10418034|cCREs125067	M3
chr19:10469219-10469718|cCREs125077	M3
chr19:10473041-10473540|cCREs125078	M3
chr19:10709513-10710012|cCREs125105	M3
chr19:11119424-11119923|cCREs125157	M3
chr19:11484534-11485033|cCREs125173	M3
chr1:91204544-91205043|cCREs9156	M3
chr1:91705541-91706040|cCREs9222	M3
chr19:18941496-18941995|cCREs125798	M3
chr19:18947292-18947791|cCREs125800	M3
chr19:18967402-18967901|cCREs125804	M3
chr19:18972358-18972857|cCREs125806	M3
chr19:19029572-19030071|cCREs125816	M3
chr19:19033235-19033734|cCREs125817	M3
chr19:19061748-19062247|cCREs125822	M3
chr19:19108945-19109444|cCREs125825	M3
chr19:19308958-19309457|cCREs125841	M3
chr19:23187839-23188338|cCREs126275	M3
chr19:23327417-23327916|cCREs126290	M3
chr19:23329388-23329887|cCREs126291	M3
chr19:24054919-24055418|cCREs126424	M3
chr19:24223699-24224198|cCREs126452	M3
chr19:24452649-24453148|cCREs126493	M3
chr19:34959469-34959968|cCREs127643	M3
chr1:93699242-93699741|cCREs9534	M3
chr19:37059699-37060198|cCREs127847	M3
chr1:93813123-93813622|cCREs9548	M3
chr19:44080149-44080648|cCREs128555	M3
chr19:44336006-44336505|cCREs128593	M3
chr19:47140126-47140625|cCREs128961	M3
chr19:47211978-47212477|cCREs128973	M3
chr19:5741843-5742342|cCREs124557	M3
chr19:59472934-59473433|cCREs130396	M3
chr19:61151525-61152024|cCREs130535	M3
chr2:102302661-102303160|cCREs140957	M3
chr2:102623072-102623571|cCREs141009	M3
chr2:102632476-102632975|cCREs141011	M3
chr2:102677486-102677985|cCREs141025	M3
chr2:102760248-102760747|cCREs141043	M3
chr2:102979900-102980399|cCREs141084	M3
chr2:103577886-103578385|cCREs141165	M3
chr2:105089957-105090456|cCREs141389	M3
chr2:110600001-110600500|cCREs141898	M3
chr2:110671124-110671623|cCREs141908	M3
chr2:110709475-110709974|cCREs141911	M3
chr2:110710197-110710696|cCREs141912	M3
chr2:110732080-110732579|cCREs141916	M3
chr2:110928224-110928723|cCREs141934	M3
chr2:110985865-110986364|cCREs141944	M3
chr2:116236858-116237357|cCREs142465	M3
